"Date","Price","Open","High","Low","Vol.","Change %"
"07/31/2024","13,984.33","13,902.88","14,129.82","13,902.88","","0.57%"
"08/01/2024","13,977.97","13,983.40","14,012.19","13,914.08","","-0.05%"
"08/02/2024","14,001.09","13,977.97","14,032.60","13,917.43","","0.17%"
"08/05/2024","13,602.42","14,001.09","14,001.39","13,527.31","","-2.85%"
"08/06/2024","13,805.26","13,601.66","13,813.14","13,569.75","","1.49%"
"08/07/2024","13,781.04","13,805.26","13,845.92","13,771.30","","-0.18%"
"08/08/2024","13,798.10","13,781.04","13,798.11","13,743.07","","0.12%"
"08/09/2024","13,792.96","13,798.10","13,804.43","13,745.22","","-0.04%"
"08/12/2024","13,782.50","13,792.96","13,848.17","13,764.93","","-0.08%"
"08/13/2024","13,820.07","13,782.50","13,847.11","13,774.79","","0.27%"
"08/15/2024","13,873.16","13,820.07","13,877.62","13,788.28","","0.38%"
"08/16/2024","13,895.42","13,873.16","13,912.07","13,803.94","","0.16%"
"08/19/2024","13,914.33","13,895.42","13,921.31","13,809.95","","0.14%"
"08/22/2024","13,928.12","13,912.00","13,974.98","13,897.90","","0.10%"
"08/23/2024","13,954.07","13,928.12","13,984.12","13,893.90","","0.19%"
"08/26/2024","13,930.79","13,954.07","13,978.29","13,923.34","","-0.17%"
"08/27/2024","13,878.40","13,930.79","13,983.70","13,878.36","","-0.38%"
"08/28/2024","13,908.54","13,878.40","13,963.00","13,874.26","","0.22%"
"08/29/2024","13,935.08","13,908.54","14,018.08","13,902.57","","0.19%"
"08/30/2024","13,933.46","13,935.08","14,020.19","13,927.46","","-0.01%"
"09/02/2024","13,968.21","13,933.46","13,978.60","13,876.06","","0.25%"
"09/03/2024","13,895.68","13,912.60","13,997.00","13,889.20","","-0.52%"
"09/04/2024","13,847.78","13,895.68","13,907.86","13,845.94","","-0.34%"
"09/05/2024","13,906.42","13,847.78","13,940.58","13,847.78","","0.42%"
"09/06/2024","13,911.35","13,906.42","13,962.08","13,902.56","","0.04%"
"09/09/2024","13,981.68","13,911.18","13,990.58","13,904.21","","0.51%"
"09/10/2024","13,950.06","13,981.34","14,048.85","13,950.06","","-0.23%"
"09/11/2024","13,926.19","13,950.06","13,964.25","13,876.96","","-0.17%"
"09/12/2024","13,884.63","13,926.19","13,988.56","13,884.55","","-0.30%"
"09/13/2024","13,998.92","13,884.63","13,999.11","13,867.15","","0.82%"
"09/18/2024","14,088.04","13,998.63","14,092.34","13,961.29","","0.64%"
"09/19/2024","14,184.33","14,087.58","14,230.18","14,087.58","","0.68%"
"09/20/2024","14,246.86","14,184.33","14,283.90","14,184.33","","0.44%"
"09/23/2024","14,269.55","14,246.86","14,290.89","14,201.40","","0.16%"
"09/24/2024","14,193.30","14,269.55","14,409.24","14,183.46","","-0.53%"
"09/25/2024","14,282.71","14,193.30","14,286.74","14,193.30","","0.63%"
"09/26/2024","14,370.64","14,282.71","14,391.79","14,281.39","","0.62%"
"09/27/2024","14,449.05","14,370.64","14,463.48","14,359.99","","0.55%"
"09/30/2024","14,372.84","14,449.05","14,519.38","14,372.84","","-0.53%"
"10/01/2024","14,201.37","14,372.84","14,441.89","14,196.22","","-1.19%"
"10/02/2024","14,024.58","14,201.37","14,224.82","13,959.67","","-1.24%"
"10/03/2024","14,154.97","14,024.58","14,190.07","14,024.58","","0.93%"
"10/04/2024","14,167.03","14,154.97","14,239.63","14,152.11","","0.09%"
"10/07/2024","14,156.87","14,167.03","14,220.98","14,139.54","","-0.07%"
"10/08/2024","14,019.63","14,156.87","14,169.93","14,019.63","","-0.97%"
"10/09/2024","14,148.99","14,019.63","14,161.17","14,019.63","","0.92%"
"10/10/2024","14,102.73","14,148.99","14,202.03","14,096.07","","-0.33%"
"10/11/2024","14,101.61","14,102.73","14,110.60","14,046.78","","-0.01%"
"10/14/2024","14,048.66","14,101.61","14,170.38","14,029.90","","-0.38%"
"10/15/2024","13,939.72","14,048.66","14,057.34","13,935.90","","-0.78%"
"10/16/2024","13,834.74","13,939.72","13,941.55","13,795.07","","-0.75%"
"10/17/2024","14,125.25","13,834.74","14,125.25","13,833.55","","2.10%"
"10/18/2024","14,080.57","14,125.25","14,219.87","14,054.98","","-0.32%"
"10/21/2024","14,080.13","14,080.57","14,143.88","14,054.96","","0.00%"
"10/22/2024","14,085.27","14,080.13","14,096.05","14,021.09","","0.04%"
"10/23/2024","14,118.36","14,085.27","14,126.57","14,029.16","","0.23%"
"10/24/2024","14,138.37","14,118.36","14,175.61","14,105.92","","0.14%"
"10/25/2024","14,181.53","14,138.37","14,195.21","14,118.42","","0.31%"
"10/28/2024","14,211.68","14,181.53","14,283.05","14,179.42","","0.21%"
"10/29/2024","14,247.73","14,211.68","14,270.89","14,182.54","","0.25%"
"10/30/2024","14,182.32","14,247.73","14,291.15","14,175.02","","-0.46%"
"10/31/2024","14,168.10","14,182.32","14,214.06","14,163.09","","-0.10%"
"11/01/2024","14,269.96","14,168.10","14,269.96","14,168.10","","0.72%"
"11/04/2024","14,300.12","14,269.96","14,300.12","14,219.39","","0.21%"
"11/05/2024","14,296.93","14,300.12","14,335.69","14,260.02","","-0.02%"
"11/07/2024","14,487.67","14,296.93","14,503.68","14,296.93","","1.33%"
"11/08/2024","14,663.22","14,487.67","14,699.28","14,483.64","","1.21%"
"11/11/2024","14,691.26","14,663.22","14,714.95","14,646.44","","0.19%"
"11/12/2024","14,650.02","14,691.26","14,765.94","14,634.02","","-0.28%"
"11/13/2024","14,678.10","14,650.02","14,742.72","14,612.38","","0.19%"
"11/14/2024","14,751.03","14,678.10","14,769.65","14,678.10","","0.50%"
"11/15/2024","14,862.45","14,751.03","14,881.50","14,731.03","","0.76%"
"11/19/2024","14,976.79","14,862.45","15,015.68","14,856.32","","0.77%"
"11/20/2024","14,986.56","14,976.79","15,050.12","14,958.70","","0.07%"
"11/21/2024","14,868.14","14,986.56","15,048.73","14,868.14","","-0.79%"
"11/22/2024","14,886.65","14,868.14","14,897.19","14,841.27","","0.12%"
"11/25/2024","14,718.68","14,886.65","14,940.51","14,687.03","","-1.13%"
"11/26/2024","14,811.74","14,718.68","14,842.40","14,718.68","","0.63%"
"11/27/2024","14,901.08","14,811.74","14,904.04","14,791.26","","0.60%"
"11/28/2024","14,888.31","14,901.08","14,964.95","14,860.24","","-0.09%"
"11/29/2024","14,837.22","14,888.31","14,946.22","14,822.59","","-0.34%"
"12/02/2024","14,718.91","14,837.22","14,853.29","14,710.72","","-0.80%"
"12/03/2024","14,728.12","14,718.91","14,756.72","14,689.92","","0.06%"
"12/04/2024","14,749.59","14,728.12","14,805.96","14,706.89","","0.15%"
"12/05/2024","14,881.52","14,749.59","14,883.79","14,720.33","","0.89%"
"12/06/2024","14,762.43","14,881.52","14,889.84","14,744.53","","-0.80%"
"12/09/2024","14,798.42","14,762.43","14,798.42","14,722.49","","0.24%"
"12/10/2024","14,694.94","14,798.42","14,819.03","14,692.31","","-0.70%"
"12/11/2024","14,698.63","14,694.49","14,762.27","14,657.57","","0.03%"
"12/12/2024","14,677.92","14,698.63","14,768.01","14,664.40","","-0.14%"
"12/13/2024","14,704.81","14,677.92","14,730.27","14,651.35","","0.18%"
"12/16/2024","14,703.51","14,704.81","14,794.00","14,682.63","","-0.01%"
"12/17/2024","14,775.40","14,703.51","14,929.68","14,703.07","","0.49%"
"12/18/2024","14,769.95","14,775.40","14,843.77","14,769.95","","-0.04%"
"12/19/2024","14,724.00","14,769.95","14,851.09","14,711.98","","-0.31%"
"12/20/2024","14,721.45","14,724.00","14,767.36","14,666.65","","-0.02%"
"12/23/2024","14,720.44","14,721.45","14,776.54","14,680.37","","-0.01%"
"12/24/2024","14,634.58","14,720.44","14,762.79","14,621.77","","-0.58%"
"12/25/2024","14,611.23","14,634.58","14,686.28","14,596.95","","-0.16%"
"12/26/2024","14,654.88","14,611.23","14,698.38","14,611.23","","0.30%"
"12/27/2024","14,648.53","14,654.88","14,699.39","14,595.38","","-0.04%"
"12/30/2024","14,719.22","14,648.53","14,752.99","14,620.87","","0.48%"
"12/31/2024","14,773.19","14,719.22","14,797.08","14,719.15","","0.37%"
"01/02/2025","15,087.26","14,773.19","15,125.77","14,764.86","","2.13%"
"01/03/2025","15,516.30","15,087.26","15,516.30","15,087.26","","2.84%"
"01/06/2025","15,559.07","15,516.30","15,687.35","15,516.30","","0.28%"
"01/07/2025","15,529.16","15,559.07","15,563.22","15,446.33","","-0.19%"
"01/08/2025","15,723.69","15,529.16","15,815.13","15,529.16","","1.25%"
"01/09/2025","15,845.63","15,723.69","16,070.66","15,723.69","","0.78%"
"01/10/2025","15,875.76","15,845.63","16,003.22","15,823.94","","0.19%"
"01/13/2025","15,912.65","15,875.76","15,966.87","15,790.89","","0.23%"
"01/15/2025","16,079.69","15,912.65","16,087.63","15,912.65","","1.05%"
"01/16/2025","16,080.93","16,079.69","16,211.52","16,073.54","","0.01%"
"01/17/2025","16,021.76","16,080.93","16,137.29","16,021.76","","-0.37%"
"01/20/2025","15,969.02","16,021.76","16,123.59","15,969.02","","-0.33%"
"01/21/2025","15,768.92","15,969.02","16,030.23","15,764.89","","-1.25%"
"01/22/2025","15,775.63","15,768.92","15,819.90","15,706.53","","0.04%"
"01/23/2025","15,828.03","15,775.63","15,876.74","15,763.09","","0.33%"
"01/24/2025","15,882.04","15,828.03","15,944.07","15,828.03","","0.34%"
"01/27/2025","15,886.27","15,882.04","15,951.73","15,882.04","","0.03%"
"01/28/2025","15,912.73","15,886.27","15,971.35","15,881.75","","0.17%"
"01/29/2025","16,106.61","15,912.73","16,109.25","15,907.56","","1.22%"
"01/30/2025","16,344.54","16,106.61","16,406.92","16,106.61","","1.48%"
"01/31/2025","16,248.20","16,344.54","16,446.14","16,242.48","","-0.59%"
"02/03/2025","16,208.87","16,248.20","16,310.79","16,198.98","","-0.24%"
"02/04/2025","16,246.33","16,208.87","16,282.07","16,197.72","","0.23%"
"02/05/2025","16,217.65","16,246.33","16,345.11","16,199.00","","-0.18%"
"02/06/2025","16,326.12","16,217.65","16,326.12","16,213.04","","0.67%"
"02/07/2025","16,325.77","16,326.12","16,363.33","16,266.52","","0.00%"
"02/10/2025","16,348.72","16,325.77","16,352.51","16,262.99","","0.14%"
"02/11/2025","16,272.94","16,348.72","16,373.11","16,260.15","","-0.46%"
"02/12/2025","16,393.13","16,272.94","16,457.29","16,252.67","","0.74%"
"02/13/2025","16,397.54","16,393.13","16,513.39","16,393.13","","0.03%"
"02/14/2025","16,452.23","16,397.54","16,463.47","16,394.29","","0.33%"
"02/17/2025","16,644.62","16,452.23","16,645.12","16,452.22","","1.17%"
"02/18/2025","16,706.70","16,644.62","16,756.28","16,642.43","","0.37%"
"02/19/2025","16,869.61","16,706.70","16,869.61","16,706.70","","0.98%"
"02/20/2025","16,952.65","16,869.61","16,971.11","16,861.19","","0.49%"
"02/21/2025","16,843.03","16,952.65","17,120.60","16,786.58","","-0.65%"
"02/24/2025","16,913.19","16,843.03","16,974.42","16,842.74","","0.42%"
"02/25/2025","16,937.67","16,913.19","17,044.34","16,911.26","","0.14%"
"02/26/2025","17,086.65","16,937.67","17,217.42","16,933.58","","0.88%"
"02/27/2025","16,927.28","17,086.65","17,213.10","16,926.80","","-0.93%"
"02/28/2025","16,723.79","16,927.28","16,987.23","16,695.04","","-1.20%"
"03/03/2025","16,792.12","16,723.79","16,887.21","16,720.47","","0.41%"
"03/04/2025","16,707.30","16,792.12","16,860.11","16,707.30","","-0.51%"
"03/05/2025","16,623.95","16,707.30","16,746.99","16,622.14","","-0.50%"
"03/06/2025","16,570.88","16,623.95","16,705.18","16,563.35","","-0.32%"
"03/07/2025","16,609.78","16,570.88","16,674.62","16,551.73","","0.23%"
"03/10/2025","16,583.26","16,609.78","16,692.66","16,573.70","","-0.16%"
"03/11/2025","16,476.44","16,583.26","16,627.88","16,474.33","","-0.64%"
"03/12/2025","16,294.13","16,476.44","16,562.53","16,243.11","","-1.11%"
"03/13/2025","16,490.00","16,294.13","16,514.16","16,285.64","","1.20%"
"03/14/2025","16,613.70","16,490.00","16,614.91","16,489.65","","0.75%"
"03/17/2025","16,676.30","16,613.70","16,704.84","16,613.70","","0.38%"
"03/18/2025","16,839.13","16,676.30","16,845.61","16,675.09","","0.98%"
"03/19/2025","17,193.01","16,839.13","17,209.70","16,839.13","","2.10%"
"03/20/2025","17,366.13","17,193.01","17,381.03","17,173.86","","1.01%"
"03/21/2025","17,621.40","17,366.13","17,621.40","17,346.00","","1.47%"
"03/24/2025","17,858.90","17,621.40","17,861.23","17,589.38","","1.35%"
"03/25/2025","17,677.83","17,846.02","17,964.66","17,677.83","","-1.01%"
"03/26/2025","17,567.95","17,677.83","17,789.46","17,567.95","","-0.62%"
"03/27/2025","17,591.12","17,567.95","17,631.49","17,438.63","","0.13%"
"03/28/2025","17,756.02","17,591.12","17,831.49","17,581.34","","0.94%"
"04/02/2025","17,675.36","17,756.02","17,938.77","17,649.27","","-0.45%"
"04/03/2025","17,258.37","17,675.36","17,683.77","17,258.37","","-2.36%"
"04/04/2025","17,232.49","17,258.37","17,417.14","17,194.79","","-0.15%"
"04/07/2025","16,260.30","17,232.49","17,233.40","16,193.78","","-5.64%"
"04/08/2025","16,479.06","16,260.30","16,788.55","16,259.42","","1.35%"
"04/09/2025","16,027.71","16,479.06","16,482.74","16,006.92","","-2.74%"
"04/10/2025","16,377.53","16,027.71","17,004.06","16,027.71","","2.18%"
"04/11/2025","16,070.49","16,377.53","16,554.30","16,064.89","","-1.87%"
"04/14/2025","16,579.84","16,070.49","16,579.84","16,070.49","","3.17%"
"04/15/2025","17,056.95","16,579.84","17,064.89","16,579.84","","2.88%"
"04/16/2025","17,124.13","17,056.95","17,216.28","17,056.95","","0.39%"
"04/17/2025","17,175.48","17,124.13","17,302.79","17,124.13","","0.30%"
"04/18/2025","17,243.69","17,175.03","17,268.08","17,169.62","","0.40%"
"04/21/2025","17,268.91","17,243.69","17,313.08","17,218.29","","0.15%"
"04/22/2025","17,205.43","17,268.91","17,299.17","17,203.44","","-0.37%"
"04/23/2025","17,223.88","17,205.43","17,315.96","17,190.67","","0.11%"
"04/24/2025","17,299.38","17,223.88","17,330.13","17,223.88","","0.44%"
"04/25/2025","17,319.69","17,299.38","17,352.87","17,297.67","","0.12%"
"04/28/2025","17,443.27","17,319.69","17,450.47","17,308.86","","0.71%"
"04/29/2025","17,371.80","17,443.27","17,467.04","17,362.94","","-0.41%"
"04/30/2025","17,390.38","17,371.80","17,478.80","17,364.90","","0.11%"
"05/02/2025","17,508.82","17,390.38","17,508.82","17,390.38","","0.68%"
"05/05/2025","17,437.22","17,508.82","17,511.22","17,396.23","","-0.41%"
"05/06/2025","17,566.60","17,437.22","17,589.00","17,436.23","","0.74%"
"05/07/2025","17,611.85","17,566.60","17,647.68","17,562.48","","0.26%"
"05/08/2025","17,595.84","17,611.85","17,651.67","17,569.70","","-0.09%"
"05/09/2025","17,765.30","17,595.84","17,788.87","17,567.46","","0.96%"
