date,NKL
2020-10-01,27.5
2020-10-02,27.5
2020-10-05,27.5
2020-10-06,27.5
2020-10-07,26.52
2020-10-08,26.52
2020-10-09,26.52
2020-10-12,26.52
2020-10-13,26.52
2020-10-14,26.2
2020-10-15,26.2
2020-10-16,26.2
2020-10-19,26.05
2020-10-20,26.04
2020-10-21,26.04
2020-10-22,26.2
2020-10-23,26.2
2020-10-26,26.2
2020-10-27,26.45
2020-10-28,26.45
2020-11-02,26.25
2020-11-03,26.99
2020-11-04,26.99
2020-11-05,27.0
2020-11-09,26.8
2020-11-10,26.8
2020-11-11,26.8
2020-11-12,26.2
2020-11-13,26.16
2020-11-16,26.04
2020-11-17,26.5
2020-11-19,26.3
2020-11-20,26.55
2020-11-23,26.5
2020-11-24,25.9
2020-11-25,26.49
2020-11-26,27.49
2020-11-27,27.29
2020-11-30,26.2
2020-12-01,26.0
2020-12-02,25.7
2020-12-03,25.7
2020-12-04,25.4
2020-12-07,25.4
2020-12-08,26.4
2020-12-09,26.4
2020-12-10,26.65
2020-12-11,26.66
2020-12-14,26.3
2020-12-15,26.95
2020-12-16,27.99
2020-12-17,27.8
2020-12-18,27.0
2020-12-21,26.9
2020-12-22,27.69
2020-12-23,27.69
2020-12-24,26.59
2020-12-25,25.66
2020-12-28,25.66
2020-12-29,25.66
2020-12-30,25.66
2020-12-31,25.66
2021-01-04,25.66
2021-01-05,26.68
2021-01-06,26.68
2021-01-07,26.68
2021-01-08,26.68
2021-01-12,26.68
2021-01-13,26.1
2021-01-14,26.1
2021-01-15,26.1
2021-01-18,25.9
2021-01-19,25.9
2021-01-20,26.65
2021-01-21,26.68
2021-01-22,26.68
2021-01-25,26.23
2021-01-26,26.68
2021-01-27,25.63
2021-01-28,25.6
2021-01-29,25.6
2021-02-01,25.6
2021-02-02,26.29
2021-02-03,26.29
2021-02-04,25.32
2021-02-05,25.32
2021-02-08,25.36
2021-02-09,25.38
2021-02-10,26.28
2021-02-11,26.26
2021-02-12,26.26
2021-02-15,26.25
2021-02-16,26.25
2021-02-17,26.25
2021-02-18,25.5
2021-02-19,25.55
2021-02-22,26.0
2021-02-23,25.53
2021-02-24,25.53
2021-02-25,25.53
2021-02-26,25.53
2021-03-01,25.6
2021-03-02,26.07
2021-03-03,26.0
2021-03-04,26.15
2021-03-05,26.26
2021-03-08,26.5
2021-03-09,26.5
2021-03-10,26.0
2021-03-11,25.53
2021-03-12,25.53
2021-03-15,25.53
2021-03-16,25.53
2021-03-17,25.53
2021-03-18,25.53
2021-03-19,25.53
2021-03-22,26.0
2021-03-23,26.4
2021-03-24,26.4
2021-03-25,26.0
2021-03-26,26.3
2021-03-29,26.39
2021-03-30,26.3
2021-03-31,27.19
2021-04-01,28.27
2021-04-02,29.37
2021-04-05,29.37
2021-04-06,29.37
2021-04-07,29.19
2021-04-08,28.12
2021-04-09,28.0
2021-04-12,27.8
2021-04-13,28.31
2021-04-14,29.0
2021-04-15,28.6
2021-04-16,28.4
2021-04-19,28.9
2021-04-20,28.5
2021-04-21,28.45
2021-04-22,28.2
2021-04-23,28.31
2021-04-26,29.44
2021-04-27,30.61
2021-04-28,31.83
2021-04-29,32.9
2021-04-30,32.34
2021-05-03,32.9
2021-05-04,32.39
2021-05-05,31.9
2021-05-06,31.9
2021-05-07,31.7
2021-05-10,32.5
2021-05-11,31.86
2021-05-12,31.86
2021-05-17,32.5
2021-05-18,32.5
2021-05-19,32.5
2021-05-20,31.92
2021-05-21,32.49
2021-05-24,32.5
2021-05-25,31.76
2021-05-26,32.06
2021-05-27,32.3
2021-05-28,32.3
2021-05-31,32.0
2021-06-01,32.0
2021-06-02,32.6
2021-06-03,32.0
2021-06-04,32.0
2021-06-07,31.8
2021-06-08,31.9
2021-06-09,31.73
2021-06-10,31.72
2021-06-11,30.85
2021-06-14,31.8
2021-06-15,31.81
2021-06-16,31.1
2021-06-17,31.1
2021-06-18,31.1
2021-06-21,31.1
2021-06-22,30.11
2021-06-23,30.49
2021-06-24,30.15
2021-06-25,28.95
2021-06-28,29.95
2021-06-29,29.5
2021-06-30,29.51
2021-07-01,29.94
2021-07-02,29.41
2021-07-05,28.24
2021-07-06,28.2
2021-07-07,28.24
2021-07-08,28.1
2021-07-09,28.0
2021-07-12,29.11
2021-07-13,28.51
2021-07-14,29.09
2021-07-15,29.09
2021-07-16,30.25
2021-07-19,31.45
2021-07-20,32.3
2021-07-23,32.2
2021-07-26,31.45
2021-07-27,31.35
2021-07-28,30.73
2021-07-29,30.2
2021-08-02,30.2
2021-08-03,30.15
2021-08-04,30.15
2021-08-05,30.01
2021-08-06,31.0
2021-08-09,30.99
2021-08-11,30.99
2021-08-12,30.99
2021-08-13,30.4
2021-08-16,30.4
2021-08-17,30.4
2021-08-18,30.4
2021-08-19,30.38
2021-08-23,30.38
2021-08-24,30.4
2021-08-25,31.46
2021-08-26,31.46
2021-08-27,31.46
2021-08-30,31.46
2021-08-31,31.46
2021-09-01,31.46
2021-09-02,30.38
2021-09-03,31.1
2021-09-06,30.5
2021-09-07,31.0
2021-09-08,31.4
2021-09-09,32.0
2021-09-10,32.0
2021-09-13,31.89
2021-09-14,31.85
2021-09-15,31.85
2021-09-16,31.7
2021-09-17,31.95
2021-09-20,32.0
2021-09-21,33.27
2021-09-22,34.0
2021-09-23,33.94
2021-09-24,34.59
2021-09-27,33.37
2021-09-28,34.3
2021-09-29,33.94
2021-09-30,33.94
2021-10-01,33.89
2021-10-04,34.0
2021-10-05,33.8
2021-10-06,33.2
2021-10-07,33.3
2021-10-08,33.3
2021-10-11,33.9
2021-10-12,32.8
2021-10-13,33.49
2021-10-14,32.8
2021-10-15,33.28
2021-10-18,32.6
2021-10-21,33.9
2021-10-22,34.0
2021-10-25,34.82
2021-10-26,36.9
2021-10-27,39.0
2021-10-28,38.95
2021-10-29,38.0
2021-11-01,37.1
2021-11-02,37.21
2021-11-03,38.0
2021-11-04,37.1
2021-11-05,38.38
2021-11-08,37.9
2021-11-09,37.7
2021-11-10,37.25
2021-11-11,37.69
2021-11-12,37.69
2021-11-15,37.5
2021-11-16,37.39
2021-11-17,36.02
2021-11-19,37.0
2021-11-22,36.79
2021-11-23,36.8
2021-11-24,36.02
2021-11-25,35.94
2021-11-26,36.99
2021-11-29,36.8
2021-11-30,36.78
2021-12-01,36.78
2021-12-02,35.81
2021-12-03,36.0
2021-12-06,36.0
2021-12-07,35.99
2021-12-08,35.99
2021-12-09,35.1
2021-12-10,34.61
2021-12-13,36.0
2021-12-14,36.0
2021-12-15,36.0
2021-12-16,35.0
2021-12-17,35.9
2021-12-20,35.99
2021-12-21,35.8
2021-12-22,35.5
2021-12-23,35.75
2021-12-24,35.5
2021-12-27,35.5
2021-12-28,35.5
2021-12-29,35.5
2021-12-30,35.99
2021-12-31,35.0
2022-01-03,34.5
2022-01-04,34.5
2022-01-05,34.5
2022-01-06,35.8
2022-01-07,35.8
2022-01-10,35.4
2022-01-12,36.45
2022-01-13,36.45
2022-01-14,36.85
2022-01-17,37.0
2022-01-18,38.0
2022-01-19,38.0
2022-01-20,38.89
2022-01-21,38.5
2022-01-24,37.96
2022-01-25,37.48
2022-01-26,37.35
2022-01-27,37.39
2022-01-28,37.78
2022-01-31,37.78
2022-02-01,38.05
2022-02-02,37.94
2022-02-03,36.83
2022-02-04,36.52
2022-02-07,37.0
2022-02-08,36.58
2022-02-09,37.77
2022-02-10,37.71
2022-02-11,37.66
2022-02-14,37.64
2022-02-15,37.59
2022-02-16,37.0
2022-02-17,37.0
2022-02-18,36.89
2022-02-21,37.36
2022-02-22,36.99
2022-02-23,36.99
2022-02-24,34.78
2022-02-25,35.99
2022-02-28,36.43
2022-03-01,36.43
2022-03-02,35.3
2022-03-03,34.24
2022-03-04,32.3
2022-03-07,30.5
2022-03-08,31.0
2022-03-09,32.49
2022-03-10,34.43
2022-03-11,36.25
2022-03-14,36.0
2022-03-15,35.5
2022-03-16,36.78
2022-03-17,36.28
2022-03-18,35.99
2022-03-21,35.99
2022-03-22,35.99
2022-03-23,35.45
2022-03-24,33.95
2022-03-25,35.44
2022-03-28,35.4
2022-03-29,33.52
2022-03-30,35.35
2022-03-31,35.35
2022-04-01,35.45
2022-04-04,36.0
2022-04-05,34.4
2022-04-06,35.0
2022-04-07,36.36
2022-04-08,36.36
2022-04-11,36.34
2022-04-12,36.34
2022-04-13,36.3
2022-04-14,36.28
2022-04-15,36.27
2022-04-18,36.24
2022-04-19,36.24
2022-04-20,36.24
2022-04-21,36.0
2022-04-22,35.75
2022-04-25,35.7
2022-04-26,35.73
2022-04-27,36.0
2022-04-28,36.15
2022-04-29,34.5
2022-05-04,34.5
2022-05-05,35.88
2022-05-06,34.5
2022-05-09,34.25
2022-05-10,35.59
2022-05-11,35.4
2022-05-12,33.34
2022-05-13,33.49
2022-05-16,33.52
2022-05-17,33.61
2022-05-18,33.62
2022-05-19,33.62
2022-05-20,33.62
2022-05-23,34.5
2022-05-24,34.5
2022-05-25,34.2
2022-05-26,34.39
2022-05-27,34.33
2022-05-30,33.35
2022-05-31,34.32
2022-06-01,32.27
2022-06-02,32.0
2022-06-03,33.91
2022-06-06,33.91
2022-06-07,31.89
2022-06-08,33.8
2022-06-09,32.4
2022-06-10,32.4
2022-06-13,32.57
2022-06-14,34.0
2022-06-15,32.0
2022-06-16,31.77
2022-06-17,32.0
2022-06-20,33.9
2022-06-21,32.87
2022-06-22,33.4
2022-06-23,33.4
2022-06-24,32.49
2022-06-27,30.55
2022-06-28,32.29
2022-06-29,31.94
2022-06-30,31.94
2022-07-01,31.8
2022-07-04,31.8
2022-07-05,31.45
2022-07-06,33.32
2022-07-07,33.7
2022-07-08,33.79
2022-07-12,33.79
2022-07-13,33.79
2022-07-14,33.79
2022-07-15,33.79
2022-07-18,33.79
2022-07-19,33.7
2022-07-20,33.7
2022-07-21,33.7
2022-07-22,33.7
2022-07-25,31.68
2022-07-26,31.05
2022-07-27,32.35
2022-07-28,32.3
2022-07-29,32.3
2022-08-01,32.85
2022-08-02,32.85
2022-08-03,32.85
2022-08-04,32.74
2022-08-05,32.49
2022-08-08,32.49
2022-08-09,32.49
2022-08-10,30.55
2022-08-11,30.6
2022-08-12,32.39
2022-08-15,32.0
2022-08-16,33.0
2022-08-17,32.94
2022-08-18,32.94
2022-08-19,32.94
2022-08-22,32.85
2022-08-23,32.0
2022-08-24,32.88
2022-08-25,31.2
2022-08-26,32.8
2022-08-29,32.4
2022-08-30,31.14
2022-08-31,31.0
2022-09-01,31.0
2022-09-02,31.2
2022-09-05,31.2
2022-09-06,31.89
2022-09-07,32.7
2022-09-08,32.7
2022-09-09,32.7
2022-09-12,32.7
2022-09-13,32.7
2022-09-14,32.7
2022-09-15,32.7
2022-09-16,32.7
2022-09-19,31.75
2022-09-20,32.69
2022-09-21,32.69
2022-09-22,32.69
2022-09-23,32.69
2022-09-26,32.67
2022-09-27,32.5
2022-09-28,31.03
2022-09-29,31.97
2022-09-30,30.1
2022-10-03,31.1
2022-10-04,31.1
2022-10-05,31.09
2022-10-06,31.09
2022-10-07,30.2
2022-10-11,30.99
2022-10-12,31.0
2022-10-13,30.99
2022-10-14,30.99
2022-10-17,30.99
2022-10-18,31.0
2022-10-19,30.89
2022-10-20,30.89
2022-10-21,30.5
2022-10-24,30.89
2022-10-25,30.89
2022-10-26,30.9
2022-10-27,30.9
2022-10-28,30.98
2022-10-31,30.98
2022-11-01,30.98
2022-11-02,30.8
2022-11-03,30.8
2022-11-04,30.8
2022-11-07,29.9
2022-11-08,30.8
2022-11-09,30.8
2022-11-10,30.8
2022-11-11,30.8
2022-11-14,30.8
2022-11-15,30.8
2022-11-16,30.8
2022-11-17,30.8
2022-11-21,32.6
2022-11-22,32.6
2022-11-23,32.6
2022-11-24,32.6
2022-11-25,32.6
2022-11-28,32.6
2022-11-29,32.6
2022-11-30,32.0
2022-12-01,32.54
2022-12-02,31.99
2022-12-05,31.94
2022-12-06,31.94
2022-12-07,32.0
2022-12-08,31.97
2022-12-09,31.97
2022-12-12,30.35
2022-12-13,30.39
2022-12-14,31.69
2022-12-15,31.59
2022-12-16,31.59
2022-12-19,31.59
2022-12-20,31.59
2022-12-21,31.59
2022-12-22,31.59
2022-12-23,31.0
2022-12-26,31.4
2022-12-27,31.4
2022-12-28,31.29
2022-12-29,31.39
2022-12-30,31.38
2023-01-02,31.38
2023-01-03,30.99
2023-01-04,30.99
2023-01-05,30.97
2023-01-06,30.49
2023-01-09,30.89
2023-01-10,30.89
2023-01-12,30.8
2023-01-13,30.76
2023-01-16,30.76
2023-01-17,30.5
2023-01-18,30.78
2023-01-19,30.78
2023-01-20,30.78
2023-01-23,30.78
2023-01-24,30.78
2023-01-25,29.02
2023-01-26,30.76
2023-01-27,30.78
2023-01-30,30.78
2023-01-31,30.78
2023-02-01,30.78
2023-02-02,30.78
2023-02-03,30.7
2023-02-06,30.69
2023-02-07,30.6
2023-02-08,30.58
2023-02-09,29.02
2023-02-10,30.59
2023-02-13,30.59
2023-02-14,30.59
2023-02-15,30.5
2023-02-16,29.01
2023-02-17,30.61
2023-02-20,30.59
2023-02-21,30.59
2023-02-22,30.59
2023-02-23,30.58
2023-02-24,30.15
2023-02-27,30.5
2023-02-28,30.48
2023-03-01,30.0
2023-03-02,29.51
2023-03-03,30.49
2023-03-06,30.4
2023-03-07,30.4
2023-03-08,30.4
2023-03-09,30.39
2023-03-10,30.39
2023-03-13,30.39
2023-03-14,30.39
2023-03-15,30.56
2023-03-16,30.56
2023-03-17,30.56
2023-03-20,30.3
2023-03-21,30.25
2023-03-22,30.25
2023-03-23,30.25
2023-03-24,31.0
2023-03-27,29.33
2023-03-28,31.08
2023-03-29,32.94
2023-03-30,34.43
2023-03-31,34.0
2023-04-03,32.93
2023-04-04,33.73
2023-04-05,33.56
2023-04-06,32.76
2023-04-07,32.76
2023-04-10,33.55
2023-04-11,33.39
2023-04-12,33.39
2023-04-13,35.0
2023-04-14,34.88
2023-04-17,34.88
2023-04-18,34.88
2023-04-19,33.03
2023-04-20,34.19
2023-04-21,34.49
2023-04-25,34.3
2023-04-26,34.3
2023-04-27,33.12
2023-04-28,34.3
2023-05-02,34.29
2023-05-03,33.81
2023-05-04,33.81
2023-05-05,34.0
2023-05-08,33.53
2023-05-09,34.0
2023-05-10,34.0
2023-05-11,34.85
2023-05-12,35.0
2023-05-15,34.56
2023-05-16,35.39
2023-05-17,35.38
2023-05-18,34.51
2023-05-19,35.35
2023-05-22,35.38
2023-05-23,35.4
2023-05-24,35.4
2023-05-25,34.56
2023-05-26,35.45
2023-05-29,35.5
2023-05-30,35.5
2023-05-31,33.5
2023-06-01,33.49
2023-06-02,34.96
2023-06-05,33.5
2023-06-06,33.0
2023-06-07,32.5
2023-06-08,32.0
2023-06-09,32.0
2023-06-12,33.39
2023-06-13,33.35
2023-06-14,33.0
2023-06-15,33.0
2023-06-16,33.19
2023-06-19,33.07
2023-06-20,33.69
2023-06-21,33.14
2023-06-22,33.14
2023-06-23,33.14
2023-06-26,31.65
2023-06-27,31.5
2023-06-28,31.8
2023-07-03,31.69
2023-07-04,31.8
2023-07-05,32.5
2023-07-06,32.5
2023-07-07,32.7
2023-07-10,32.0
2023-07-11,31.5
2023-07-12,32.0
2023-07-13,32.0
2023-07-14,32.0
2023-07-17,32.0
2023-07-18,31.26
2023-07-20,31.6
2023-07-21,31.6
2023-07-24,31.6
2023-07-25,32.0
2023-07-26,32.0
2023-07-27,32.0
2023-07-28,32.7
2023-07-31,32.95
2023-08-01,32.4
2023-08-02,32.0
2023-08-03,32.0
2023-08-04,32.05
2023-08-07,32.7
2023-08-08,32.74
2023-08-09,32.17
2023-08-10,32.17
2023-08-11,32.55
2023-08-15,32.5
2023-08-16,32.5
2023-08-17,32.0
2023-08-18,32.06
2023-08-22,32.45
2023-08-23,32.5
2023-08-24,32.05
2023-08-25,32.4
2023-08-28,32.48
2023-08-29,32.05
2023-08-30,32.5
2023-08-31,32.5
2023-09-01,32.5
2023-09-04,32.2
2023-09-05,32.0
2023-09-06,32.0
2023-09-07,32.0
2023-09-08,32.6
2023-09-11,31.8
2023-09-12,31.78
2023-09-13,31.0
2023-09-14,32.47
2023-09-15,32.42
2023-09-18,32.28
2023-09-19,31.8
2023-09-20,32.0
2023-09-21,31.79
2023-09-22,31.0
2023-09-25,32.0
2023-09-26,31.92
2023-09-27,31.76
2023-10-02,30.23
2023-10-03,30.31
2023-10-04,31.3
2023-10-05,32.3
2023-10-06,31.5
2023-10-09,32.2
2023-10-10,31.95
2023-10-11,31.95
2023-10-12,31.5
2023-10-13,31.8
2023-10-16,31.0
2023-10-17,31.78
2023-10-18,31.39
2023-10-19,30.93
2023-10-20,30.5
2023-10-23,30.88
2023-10-24,31.27
2023-10-25,31.27
2023-10-26,31.55
2023-10-27,31.09
2023-10-30,31.26
2023-10-31,31.25
2023-11-01,31.19
2023-11-02,31.13
2023-11-03,31.13
2023-11-07,30.55
2023-11-08,31.2
2023-11-09,31.2
2023-11-10,31.2
2023-11-13,31.19
2023-11-14,31.15
2023-11-15,31.18
2023-11-16,31.15
2023-11-17,31.36
2023-11-20,31.36
2023-11-21,31.3
2023-11-22,31.25
2023-11-23,31.0
2023-11-24,31.26
2023-11-27,31.26
2023-11-28,31.24
2023-11-29,31.24
2023-11-30,31.23
2023-12-01,31.18
2023-12-04,31.86
2023-12-05,31.7
2023-12-06,31.71
2023-12-07,31.71
2023-12-08,31.71
2023-12-11,31.69
2023-12-12,31.62
2023-12-13,31.6
2023-12-14,31.49
2023-12-15,31.48
2023-12-18,30.64
2023-12-19,31.47
2023-12-20,31.45
2023-12-21,31.42
2023-12-22,31.45
2023-12-25,31.45
2023-12-26,31.5
2023-12-27,31.5
2023-12-28,31.5
2023-12-29,31.0
2024-01-02,31.49
2024-01-03,31.65
2024-01-04,31.64
2024-01-05,31.8
2024-01-08,32.0
2024-01-09,32.0
2024-01-10,31.99
2024-01-12,31.79
2024-01-15,32.0
2024-01-16,32.0
2024-01-17,32.48
2024-01-18,31.96
2024-01-19,31.95
2024-01-22,31.14
2024-01-23,31.99
2024-01-24,31.9
2024-01-25,32.6
2024-01-26,32.6
2024-01-29,32.8
2024-01-30,32.49
2024-01-31,32.78
2024-02-01,32.63
2024-02-02,31.6
2024-02-05,32.0
2024-02-06,32.97
2024-02-07,32.74
2024-02-08,32.74
2024-02-09,32.88
2024-02-12,32.6
2024-02-13,32.0
2024-02-14,32.79
2024-02-15,32.79
2024-02-16,32.6
2024-02-19,32.6
2024-02-20,32.5
2024-02-21,32.1
2024-02-22,32.96
2024-02-23,32.95
2024-02-26,32.94
2024-02-27,32.88
2024-02-28,32.8
2024-02-29,32.88
2024-03-01,32.82
2024-03-04,32.75
2024-03-05,32.5
2024-03-06,32.01
2024-03-07,32.79
2024-03-08,32.75
2024-03-11,32.5
2024-03-12,32.5
2024-03-13,32.2
2024-03-14,32.5
2024-03-15,32.5
2024-03-18,32.5
2024-03-19,32.5
2024-03-20,32.5
2024-03-21,32.4
2024-03-22,32.4
2024-03-25,32.0
2024-03-26,32.4
2024-03-27,32.4
2024-03-28,32.75
2024-03-29,32.65
2024-04-01,32.99
2024-04-02,32.5
2024-04-03,32.88
2024-04-04,33.8
2024-04-05,33.78
2024-04-08,33.0
2024-04-09,33.0
2024-04-15,33.89
2024-04-16,37.19
2024-04-17,36.8
2024-04-18,37.4
2024-04-19,37.0
2024-04-22,35.26
2024-04-23,36.0
2024-04-24,35.7
2024-04-25,35.4
2024-04-26,35.4
2024-04-29,35.19
2024-04-30,34.99
2024-05-02,35.18
2024-05-03,34.94
2024-05-06,34.28
2024-05-07,34.0
2024-05-08,33.0
2024-05-09,32.5
2024-05-10,34.79
2024-05-13,34.59
2024-05-14,34.0
2024-05-15,34.17
2024-05-16,34.15
2024-05-17,34.0
2024-05-20,33.99
2024-05-21,33.99
2024-05-22,33.49
2024-05-23,33.0
2024-05-24,33.97
2024-05-27,34.77
2024-05-28,34.78
2024-05-29,34.78
2024-05-30,34.78
2024-05-31,34.7
2024-06-03,34.65
2024-06-04,34.65
2024-06-05,33.6
2024-06-06,34.49
2024-06-07,34.5
2024-06-10,34.5
2024-06-11,34.5
2024-06-12,34.5
2024-06-13,34.6
2024-06-14,34.6
2024-06-19,35.0
2024-06-20,35.0
2024-06-21,34.85
2024-06-24,33.91
2024-06-25,34.98
2024-06-26,34.5
2024-06-27,35.0
2024-06-28,35.2
2024-07-01,35.0
2024-07-02,34.95
2024-07-03,34.99
2024-07-04,34.97
2024-07-05,34.02
2024-07-08,34.96
2024-07-09,34.5
2024-07-10,33.82
2024-07-11,33.76
2024-07-12,33.75
2024-07-15,33.7
2024-07-16,32.2
2024-07-17,33.54
2024-07-18,33.54
2024-07-19,33.39
2024-07-22,33.77
2024-07-23,33.5
2024-07-24,33.6
2024-07-25,33.74
2024-07-26,33.69
2024-07-29,32.74
2024-07-31,32.74
2024-08-01,32.36
2024-08-02,33.34
2024-08-05,33.0
2024-08-06,33.0
2024-08-07,32.98
2024-08-08,33.0
2024-08-09,33.19
2024-08-12,32.0
2024-08-13,32.0
2024-08-15,32.0
2024-08-16,31.85
2024-08-19,32.0
2024-08-22,32.0
2024-08-23,32.39
2024-08-26,32.52
2024-08-27,33.0
2024-08-28,32.59
2024-08-29,33.34
2024-08-30,33.0
2024-09-02,33.34
2024-09-03,32.8
2024-09-04,33.29
2024-09-05,33.0
2024-09-06,33.29
2024-09-09,36.61
2024-09-10,35.1
2024-09-11,35.43
2024-09-12,34.76
2024-09-13,34.2
2024-09-18,34.68
2024-09-19,34.29
2024-09-20,34.18
2024-09-23,34.6
2024-09-24,34.2
2024-09-25,34.43
2024-09-26,34.43
2024-09-27,34.43
2024-09-30,34.0
2024-10-01,33.5
2024-10-02,33.5
2024-10-03,34.28
2024-10-04,33.52
2024-10-07,33.5
2024-10-08,33.5
2024-10-09,33.0
2024-10-10,33.0
2024-10-11,33.69
2024-10-14,33.0
2024-10-15,33.39
2024-10-16,33.42
2024-10-17,33.0
2024-10-18,33.01
2024-10-21,32.74
2024-10-22,32.55
2024-10-23,32.7
2024-10-24,33.0
2024-10-25,32.8
2024-10-28,32.7
2024-10-29,32.71
2024-10-30,32.3
2024-10-31,32.56
2024-11-01,32.56
2024-11-04,32.55
2024-11-05,33.22
2024-11-07,33.0
2024-11-08,32.0
2024-11-11,32.7
2024-11-12,32.6
2024-11-13,33.19
2024-11-14,32.8
2024-11-15,33.0
2024-11-19,33.0
2024-11-20,33.39
2024-11-21,33.2
2024-11-22,33.0
2024-11-25,32.82
2024-11-26,32.7
2024-11-27,33.0
2024-11-28,32.75
2024-11-29,32.57
2024-12-02,32.59
2024-12-03,32.8
2024-12-04,32.52
2024-12-05,32.5
2024-12-06,32.3
2024-12-09,32.4
2024-12-10,32.84
2024-12-11,32.84
2024-12-12,32.84
2024-12-13,32.9
2024-12-16,32.93
2024-12-17,33.5
2024-12-18,33.69
2024-12-19,33.85
2024-12-20,33.85
2024-12-23,33.2
2024-12-24,33.89
2024-12-25,33.89
2024-12-26,33.89
2024-12-27,33.0
2024-12-30,33.85
2024-12-31,33.01
2025-01-02,32.9
2025-01-03,34.97
2025-01-06,36.0
2025-01-07,36.0
2025-01-08,36.0
2025-01-09,34.83
2025-01-10,35.0
2025-01-13,35.5
2025-01-15,35.0
2025-01-16,34.4
2025-01-17,34.4
2025-01-20,33.0
2025-01-21,33.08
2025-01-22,33.9
2025-01-23,33.8
2025-01-24,33.5
2025-01-27,33.45
2025-01-28,33.75
2025-01-29,34.0
2025-01-30,34.0
2025-01-31,33.0
2025-02-03,33.8
2025-02-04,33.99
2025-02-05,33.0
2025-02-06,34.19
2025-02-07,34.89
2025-02-10,34.85
2025-02-11,34.88
2025-02-12,34.0
2025-02-13,34.45
2025-02-14,34.0
2025-02-17,34.0
2025-02-18,34.0
2025-02-19,33.0
2025-02-20,32.21
2025-02-21,33.7
2025-02-24,33.0
2025-02-25,33.44
2025-02-26,33.0
2025-02-27,32.67
2025-02-28,32.0
2025-03-03,33.0
2025-03-04,33.25
2025-03-05,33.0
2025-03-06,33.1
2025-03-07,32.5
2025-03-10,32.52
2025-03-11,33.0
2025-03-12,33.0
2025-03-13,32.52
2025-03-14,33.0
2025-03-17,33.0
2025-03-18,33.48
2025-03-19,33.5
2025-03-20,34.86
2025-03-21,34.0
2025-03-24,34.88
2025-03-25,34.99
2025-03-26,34.79
2025-03-27,36.14
2025-03-28,35.1
2025-04-02,34.99
2025-04-03,34.46
2025-04-04,34.98
2025-04-07,33.0
2025-04-08,34.16
2025-04-09,33.0
2025-04-10,34.0
2025-04-11,33.75
2025-04-14,33.99
2025-04-15,33.8
2025-04-16,33.93
2025-04-17,34.23
2025-04-18,34.3
2025-04-21,33.8
2025-04-22,34.0
2025-04-23,34.18
2025-04-24,34.0
2025-04-25,35.39
2025-04-28,35.14
2025-04-29,35.11
2025-04-30,34.6
2025-05-02,35.0
2025-05-05,34.0
2025-05-06,34.6
2025-05-07,34.99
2025-05-08,33.86
2025-05-09,33.39
