date,TQM
2023-12-25,1070.0
2023-12-26,1070.0
2023-12-27,1080.0
2023-12-28,1100.0
2023-12-29,1100.0
2024-01-02,1100.0
2024-01-03,1135.0
2024-01-04,1168.0
2024-01-05,1178.0
2024-01-08,1200.0
2024-01-09,1194.0
2024-01-10,1227.0
2024-01-12,1229.0
2024-01-15,1228.0
2024-01-16,1227.0
2024-01-17,1250.0
2024-01-18,1250.0
2024-01-19,1250.0
2024-01-22,1259.0
2024-01-23,1265.0
2024-01-24,1251.0
2024-01-25,1250.0
2024-01-26,1228.0
2024-01-29,1216.0
2024-01-30,1200.0
2024-01-31,1190.0
2024-02-01,1195.0
2024-02-02,1195.0
2024-02-05,1199.0
2024-02-06,1190.0
2024-02-07,1195.0
2024-02-08,1195.0
2024-02-09,1198.0
2024-02-12,1198.0
2024-02-13,1188.0
2024-02-14,1239.0
2024-02-15,1200.0
2024-02-16,1189.0
2024-02-19,1234.0
2024-02-20,1200.0
2024-02-21,1200.0
2024-02-22,1227.0
2024-02-23,1250.0
2024-02-26,1280.0
2024-02-27,1287.0
2024-02-28,1247.0
2024-02-29,1200.0
2024-03-01,1200.0
2024-03-04,1220.0
2024-03-05,1200.0
2024-03-06,1200.0
2024-03-07,1218.0
2024-03-08,1220.0
2024-03-11,1220.0
2024-03-12,1200.0
2024-03-13,1200.0
2024-03-14,1219.0
2024-03-15,1217.0
2024-03-18,1220.0
2024-03-19,1220.0
2024-03-20,1220.0
2024-03-21,1207.0
2024-03-22,1215.0
2024-03-25,1200.0
2024-03-26,1190.0
2024-03-27,1175.0
2024-03-28,1200.0
2024-03-29,1201.0
2024-04-01,1215.0
2024-04-02,1245.0
2024-04-03,1250.0
2024-04-04,1250.0
2024-04-05,1250.0
2024-04-08,1249.0
2024-04-09,1250.0
2024-04-15,1290.0
2024-04-16,1347.0
2024-04-17,1330.0
2024-04-18,1330.0
2024-04-19,1299.0
2024-04-22,1280.0
2024-04-23,1280.0
2024-04-24,1300.0
2024-04-25,1300.0
2024-04-26,1300.0
2024-04-29,1330.0
2024-04-30,1300.0
2024-05-02,1350.0
2024-05-03,1381.0
2024-05-06,1445.0
2024-05-07,1401.0
2024-05-08,1440.0
2024-05-09,1408.0
2024-05-10,1432.0
2024-05-13,1450.0
2024-05-14,1420.0
2024-05-15,1350.0
2024-05-16,1380.0
2024-05-17,1370.0
2024-05-20,1370.0
2024-05-21,1367.0
2024-05-22,1367.0
2024-05-23,1349.0
2024-05-24,1369.0
2024-05-27,1341.0
2024-05-28,1340.0
2024-05-29,1340.0
2024-05-30,1337.0
2024-05-31,1330.0
2024-06-03,1329.0
2024-06-04,1320.0
2024-06-05,1316.0
2024-06-06,1359.0
2024-06-07,1330.0
2024-06-10,1320.0
2024-06-11,1320.0
2024-06-12,1320.0
2024-06-13,1320.0
2024-06-14,1330.0
2024-06-19,1339.0
2024-06-20,1337.0
2024-06-21,1336.0
2024-06-24,1295.0
2024-06-25,1358.0
2024-06-26,1320.0
2024-06-27,1355.0
2024-06-28,1300.0
2024-07-01,1335.0
2024-07-02,1319.0
2024-07-03,1300.0
2024-07-04,1355.0
2024-07-05,1349.0
2024-07-08,1350.0
2024-07-09,1350.0
2024-07-10,1350.0
2024-07-11,1350.0
2024-07-12,1320.0
2024-07-15,1310.0
2024-07-16,1320.0
2024-07-17,1300.0
2024-07-18,1300.0
2024-07-19,1319.0
2024-07-22,1320.0
2024-07-23,1320.0
2024-07-24,1319.0
2024-07-25,1311.0
2024-07-26,1320.0
2024-07-29,1300.0
2024-07-31,1350.0
2024-08-01,1336.0
2024-08-02,1347.0
2024-08-05,1295.0
2024-08-06,1330.0
2024-08-07,1280.0
2024-08-08,1284.0
2024-08-09,1300.0
2024-08-12,1300.0
2024-08-13,1290.0
2024-08-15,1290.0
2024-08-16,1290.0
2024-08-19,1325.0
2024-08-22,1300.0
2024-08-23,1318.0
2024-08-26,1327.0
2024-08-27,1325.0
2024-08-28,1310.0
2024-08-29,1310.0
2024-08-30,1290.0
2024-09-02,1318.0
2024-09-03,1309.0
2024-09-04,1272.0
2024-09-05,1280.0
2024-09-06,1295.0
2024-09-09,1307.0
2024-09-10,1320.0
2024-09-11,1280.0
2024-09-12,1295.0
2024-09-13,1310.0
2024-09-18,1310.0
2024-09-19,1312.0
2024-09-20,1305.0
2024-09-23,1300.0
2024-09-24,1300.0
2024-09-25,1364.0
2024-09-26,1415.0
2024-09-27,1430.0
2024-09-30,1450.0
2024-10-01,1430.0
2024-10-02,1425.0
2024-10-03,1450.0
2024-10-04,1490.0
2024-10-07,1580.0
2024-10-08,1549.0
2024-10-09,1596.0
2024-10-10,1585.0
2024-10-11,1575.0
2024-10-14,1575.0
2024-10-15,1510.0
2024-10-16,1520.0
2024-10-17,1549.0
2024-10-18,1550.0
2024-10-21,1549.0
2024-10-22,1549.0
2024-10-23,1530.0
2024-10-24,1530.0
2024-10-25,1530.0
2024-10-28,1533.0
2024-10-29,1500.0
2024-10-30,1493.0
2024-10-31,1466.0
2024-11-01,1499.0
2024-11-04,1495.0
2024-11-05,1500.0
2024-11-07,1450.0
2024-11-08,1455.0
2024-11-11,1460.0
2024-11-12,1455.0
2024-11-13,1450.0
2024-11-14,1448.0
2024-11-15,1400.0
2024-11-19,1397.0
2024-11-20,1380.0
2024-11-21,1375.0
2024-11-22,1394.0
2024-11-25,1375.0
2024-11-26,1370.0
2024-11-27,1350.0
2024-11-28,1341.0
2024-11-29,1316.0
2024-12-02,1312.0
2024-12-03,1311.0
2024-12-04,1311.0
2024-12-05,1312.0
2024-12-06,1313.0
2024-12-09,1326.0
2024-12-10,1330.0
2024-12-11,1330.0
2024-12-12,1337.0
2024-12-13,1340.0
2024-12-16,1360.0
2024-12-17,1391.0
2024-12-18,1380.0
2024-12-19,1400.0
2024-12-20,1400.0
2024-12-23,1341.0
2024-12-24,1369.0
2024-12-25,1359.0
2024-12-26,1340.0
2024-12-27,1320.0
2024-12-30,1367.0
2024-12-31,1340.0
2025-01-02,1400.0
2025-01-03,1405.0
2025-01-06,1399.0
2025-01-07,1400.0
2025-01-08,1400.0
2025-01-09,1440.0
2025-01-10,1439.0
2025-01-13,1430.0
2025-01-15,1406.0
2025-01-16,1425.0
2025-01-17,1420.0
2025-01-20,1381.0
2025-01-21,1410.0
2025-01-22,1418.0
2025-01-23,1415.0
2025-01-24,1415.0
2025-01-27,1400.0
2025-01-28,1401.0
2025-01-29,1370.0
2025-01-30,1400.0
2025-01-31,1385.0
2025-02-03,1400.0
2025-02-04,1420.0
2025-02-05,1420.0
2025-02-06,1450.0
2025-02-07,1491.0
2025-02-10,1470.0
2025-02-11,1552.0
2025-02-12,1500.0
2025-02-13,1500.0
2025-02-14,1530.0
2025-02-17,1580.0
2025-02-18,1620.0
2025-02-19,1660.0
2025-02-20,1670.0
2025-02-21,1650.0
2025-02-24,1650.0
2025-02-25,1650.0
2025-02-26,1653.0
2025-02-27,1640.0
2025-02-28,1629.0
2025-03-03,1675.0
2025-03-04,1670.0
2025-03-05,1603.0
2025-03-06,1571.0
2025-03-07,1699.0
2025-03-10,1698.0
2025-03-11,1625.0
2025-03-12,1698.0
2025-03-13,1633.0
2025-03-14,1640.0
2025-03-17,1695.0
2025-03-18,1720.0
2025-03-19,1798.0
2025-03-20,1898.0
2025-03-21,1998.0
2025-03-24,2100.0
2025-03-25,2200.0
2025-03-26,2150.0
2025-03-27,2270.0
2025-03-28,2310.0
2025-04-02,2130.0
2025-04-03,2050.0
2025-04-04,2101.0
2025-04-07,1960.0
2025-04-08,1989.0
2025-04-09,1850.0
2025-04-10,1969.0
2025-04-11,1826.0
2025-04-14,1954.0
2025-04-15,2100.0
2025-04-16,2190.0
2025-04-17,2288.0
2025-04-18,2249.0
2025-04-21,2248.0
2025-04-22,2250.0
2025-04-23,2249.0
2025-04-24,2269.0
2025-04-25,2274.0
2025-04-28,2300.0
2025-04-29,2350.0
2025-04-30,2399.0
2025-05-02,2400.0
2025-05-05,2400.0
2025-05-06,2464.0
2025-05-07,2459.0
2025-05-08,2488.0
2025-05-09,2575.0
